doi,publisher,journal,open_access,uob_is_corresponding,year
10.1080/09638237.2020.1714003,Taylor & Francis,Journal of Mental Health,closed,FALSE,2021
10.1080/09638288.2023.2216027,Taylor & Francis,Disability and Rehabilitation,closed,FALSE,2023
10.1080/09638288.2024.2374494,Taylor & Francis,Disability and Rehabilitation,hybrid,FALSE,2024
10.1080/09645292.2021.1974344,Taylor & Francis,Education Economics,hybrid,FALSE,2021
10.1080/09669582.2024.2368608,Taylor & Francis,Journal of Sustainable Tourism,hybrid,TRUE,2024
10.1080/09715010.2020.1830000,Taylor & Francis,ISH Journal of Hydraulic Engineering,closed,FALSE,2022
10.1080/09718524.2022.2084493,Taylor & Francis,Gender Technology and Development,closed,FALSE,2022
10.1080/10376178.2022.2107036,Taylor & Francis,Contemporary Nurse,green,FALSE,2022
10.1080/10510974.2025.2470479,Taylor & Francis,Communication Studies,closed,FALSE,2025
10.1080/10580530.2022.2086327,Taylor & Francis,Information Systems Management,green,FALSE,2022
10.1080/10580530.2022.2140370,Taylor & Francis,Information Systems Management,closed,FALSE,2022
10.1080/10599231.2023.2220603,Taylor & Francis,Journal of Asia-Pacific Business,closed,FALSE,2023
10.1080/10646175.2024.2396584,Taylor & Francis,Howard Journal of Communications,closed,FALSE,2024
10.1080/10803548.2021.2011656,Taylor & Francis,International Journal of Occupational Safety and Ergonomics,closed,FALSE,2021
10.1080/1091367x.2021.1874955,Taylor & Francis,Measurement in Physical Education and Exercise Science,hybrid,FALSE,2021
10.1080/10999922.2022.2144017,Taylor & Francis,Public Integrity,hybrid,FALSE,2022
10.1080/12460125.2023.2263687,Taylor & Francis,Journal of Decision Systems,hybrid,FALSE,2023
10.1080/1331677x.2022.2147978,Taylor & Francis,Economic Research-Ekonomska Istraživanja,hybrid,FALSE,2022
10.1080/13527258.2021.1941198,Taylor & Francis,International Journal of Heritage Studies,hybrid,TRUE,2021
10.1080/13530194.2021.1872210,Taylor & Francis,British Journal of Middle Eastern Studies,closed,TRUE,2021
10.1080/13576275.2021.1929897,Taylor & Francis,Mortality,hybrid,TRUE,2021
10.1080/13576275.2023.2198694,Taylor & Francis,Mortality,hybrid,FALSE,2023
10.1080/1359432x.2021.1904898,Taylor & Francis,European Journal of Work and Organizational Psychology,hybrid,FALSE,2021
10.1080/13607863.2020.1727854,Taylor & Francis,Aging & Mental Health,green,FALSE,2021
10.1080/13607863.2020.1845299,Taylor & Francis,Aging & Mental Health,green,FALSE,2021
10.1080/13607863.2021.1969640,Taylor & Francis,Aging & Mental Health,hybrid,FALSE,2021
10.1080/13607863.2022.2098920,Taylor & Francis,Aging & Mental Health,green,FALSE,2022
10.1080/13607863.2022.2163375,Taylor & Francis,Aging & Mental Health,hybrid,TRUE,2023
10.1080/13607863.2023.2177254,Taylor & Francis,Aging & Mental Health,hybrid,FALSE,2023
10.1080/13607863.2023.2196246,Taylor & Francis,Aging & Mental Health,hybrid,FALSE,2023
10.1080/13607863.2023.2286618,Taylor & Francis,Aging & Mental Health,hybrid,FALSE,2023
10.1080/13607863.2023.2299967,Taylor & Francis,Aging & Mental Health,hybrid,FALSE,2024
10.1080/13607863.2024.2301725,Taylor & Francis,Aging & Mental Health,green,FALSE,2024
10.1080/13607863.2024.2383367,Taylor & Francis,Aging & Mental Health,hybrid,FALSE,2024
10.1080/13678868.2022.2108992,Taylor & Francis,Human Resource Development International,closed,TRUE,2022
10.1080/13683500.2022.2047904,Taylor & Francis,Current Issues in Tourism,hybrid,TRUE,2022
10.1080/13698249.2023.2255427,Taylor & Francis,Civil Wars,bronze,FALSE,2023
10.1080/13698249.2023.2257057,Taylor & Francis,Civil Wars,hybrid,FALSE,2023
10.1080/13698249.2023.2312666,Taylor & Francis,Civil Wars,hybrid,FALSE,2023
10.1080/13698249.2024.2384759,Taylor & Francis,Civil Wars,closed,FALSE,2024
10.1080/13698249.2024.2437858,Taylor & Francis,Civil Wars,closed,FALSE,2024
10.1080/14623943.2025.2459439,Taylor & Francis,Reflective Practice,closed,TRUE,2025
10.1080/14658011.2020.1826195,Taylor & Francis,"Plastics, Rubber and Composites",closed,TRUE,2021
10.1080/14662043.2022.2088130,Taylor & Francis,Commonwealth and Comparative Politics,closed,TRUE,2022
10.1080/14662043.2024.2308948,Taylor & Francis,Commonwealth and Comparative Politics,hybrid,TRUE,2024
10.1080/14662043.2024.2316329,Taylor & Francis,Commonwealth and Comparative Politics,closed,TRUE,2024
10.1080/14697688.2024.2339374,Taylor & Francis,Quantitative Finance,closed,FALSE,2024
10.1080/14703297.2025.2453104,Taylor & Francis,Innovations in Education and Teaching International,hybrid,TRUE,2025
10.1080/14736489.2025.2454792,Taylor & Francis,India Review,hybrid,TRUE,2025
10.1080/14756366.2021.1988944,Taylor & Francis,Journal of Enzyme Inhibition and Medicinal Chemistry,gold,FALSE,2021
10.1080/14756366.2021.2024528,Taylor & Francis,Journal of Enzyme Inhibition and Medicinal Chemistry,gold,FALSE,2022
10.1080/14767333.2022.2033037,Taylor & Francis,Action Learning Research and Practice,bronze,TRUE,2022
10.1080/14767333.2022.2084870,Taylor & Francis,Action Learning Research and Practice,closed,TRUE,2022
10.1080/14767333.2023.2171528,Taylor & Francis,Action Learning Research and Practice,closed,TRUE,2023
10.1080/14767333.2024.2359231,Taylor & Francis,Action Learning Research and Practice,closed,TRUE,2024
10.1080/14767333.2024.2409497,Taylor & Francis,Action Learning Research and Practice,closed,TRUE,2024
10.1080/14767333.2025.2458900,Taylor & Francis,Action Learning Research and Practice,hybrid,TRUE,2025
10.1080/14780038.2021.1889675,Taylor & Francis,Cultural and Social History,closed,FALSE,2021
10.1080/14782804.2025.2473582,Taylor & Francis,Journal of Contemporary European Studies,closed,FALSE,2025
10.1080/14786419.2021.1933974,Taylor & Francis,Natural Product Research,closed,FALSE,2021
10.1080/15022250.2021.1921021,Taylor & Francis,Scandinavian Journal of Hospitality and Tourism,closed,TRUE,2021
10.1080/15358593.2021.2001842,Taylor & Francis,Review of Communication,hybrid,FALSE,2021
10.1080/15376494.2020.1716119,Taylor & Francis,Mechanics of Advanced Materials and Structures,closed,FALSE,2021
10.1080/15376494.2023.2280997,Taylor & Francis,Mechanics of Advanced Materials and Structures,closed,FALSE,2023
10.1080/15387216.2021.2023361,Taylor & Francis,Eurasian Geography and Economics,closed,TRUE,2022
10.1080/15567036.2019.1670287,Taylor & Francis,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",green,FALSE,2023
10.1080/15567036.2020.1761908,Taylor & Francis,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",closed,TRUE,2024
10.1080/15567249.2022.2094035,Taylor & Francis,Energy Sources Part B Economics Planning and Policy,closed,FALSE,2022
10.1080/16000870.2021.1966869,Wiley,Tellus A Dynamic Meteorology and Oceanography,gold,FALSE,2021
10.1080/16000870.2021.1975404,Wiley,Tellus A Dynamic Meteorology and Oceanography,gold,FALSE,2021
10.1080/16078055.2021.1927165,Taylor & Francis,World Leisure Journal,hybrid,TRUE,2021
10.1080/16549716.2025.2457808,Taylor & Francis,Global Health Action,gold,FALSE,2025
10.1080/17435390.2024.2314464,Taylor & Francis,Nanotoxicology,hybrid,TRUE,2024
10.1080/17452759.2021.1881702,Taylor & Francis,Virtual and Physical Prototyping,hybrid,TRUE,2021
10.1080/17453054.2025.2462060,Taylor & Francis,Journal of Visual Communication in Medicine,hybrid,FALSE,2025
10.1080/17460441.2024.2409660,Taylor & Francis,Expert Opinion on Drug Discovery,closed,TRUE,2024
10.1080/17460441.2025.2473905,Taylor & Francis,Expert Opinion on Drug Discovery,closed,TRUE,2025
10.1080/17477778.2024.2354250,Taylor & Francis,Journal of Simulation,hybrid,FALSE,2024
10.1080/17486025.2024.2319612,Taylor & Francis,Geomechanics and Geoengineering,closed,FALSE,2024
10.1080/17509653.2022.2098543,Taylor & Francis,International Journal of Management Science and Engineering Management,closed,FALSE,2022
10.1080/19386362.2018.1473195,Taylor & Francis,International Journal of Geotechnical Engineering,green,TRUE,2021
10.1080/19388160.2022.2064381,Taylor & Francis,Journal of China Tourism Research,closed,FALSE,2022
10.1080/19407963.2022.2136675,Taylor & Francis,Journal of Policy Research in Tourism Leisure and Events,closed,FALSE,2022
10.1080/19411243.2023.2215756,Taylor & Francis,Journal of Occupational Therapy Schools & Early Intervention,hybrid,TRUE,2023
10.1080/20476965.2025.2459364,Taylor & Francis,Health Systems,closed,FALSE,2025
10.1080/20518196.2024.2360861,Taylor & Francis,Journal of Community Archaeology & Heritage,closed,TRUE,2024
10.1080/20523211.2024.2365224,Taylor & Francis,Journal of Pharmaceutical Policy and Practice,gold,FALSE,2024
10.1080/21582041.2020.1720794,Taylor & Francis,Contemporary Social Science,closed,TRUE,2021
10.1080/21582041.2020.1833234,Taylor & Francis,Contemporary Social Science,green,FALSE,2021
10.1080/21639159.2024.2326496,Taylor & Francis,Journal of Global Scholars of Marketing Science,hybrid,FALSE,2024
10.1080/21642850.2023.2286958,Taylor & Francis,Health Psychology and Behavioral Medicine,gold,TRUE,2023
10.1080/21642850.2024.2449400,Taylor & Francis,Health Psychology and Behavioral Medicine,gold,FALSE,2025
10.1080/21645515.2022.2137338,Taylor & Francis,Human Vaccines & Immunotherapeutics,gold,TRUE,2022
10.1080/21679169.2024.2437702,Taylor & Francis,European Journal of Physiotherapy,closed,FALSE,2024
10.1080/21681163.2025.2485095,Taylor & Francis,Computer Methods in Biomechanics and Biomedical Engineering Imaging & Visualization,gold,FALSE,2025
10.1080/22000259.2024.2359368,Taylor & Francis,Journal of Clinical Practice in Speech-Language Pathology,hybrid,FALSE,2024
10.1080/23270012.2025.2454674,Taylor & Francis,Journal of Management Analytics,hybrid,TRUE,2025
10.1080/23311908.2024.2416757,Taylor & Francis,Cogent Psychology,gold,FALSE,2024
10.1080/23322039.2024.2433023,Taylor & Francis,Cogent Economics & Finance,gold,FALSE,2024
10.1080/24725854.2022.2151672,Taylor & Francis,IISE Transactions,hybrid,FALSE,2023
10.1080/25741292.2023.2199960,Taylor & Francis,Policy Design and Practice,gold,TRUE,2023
10.1080/87567555.2022.2156450,Taylor & Francis,College Teaching,hybrid,FALSE,2022
10.1086/722704,University of Chicago Press,Journal of the Association for Consumer Research,green,FALSE,2023
10.1088/1361-6501/ad092d,IOP Publishing,Measurement Science and Technology,closed,FALSE,2023
10.1088/1361-6501/ad6b3e,IOP Publishing,Measurement Science and Technology,closed,FALSE,2024
10.1088/1361-6528/ac3f55,IOP Publishing,Nanotechnology,closed,FALSE,2022
10.1088/1402-4896/ad96f1,IOP Publishing,Physica Scripta,closed,TRUE,2024
10.1088/1742-6596/1793/1/012055,IOP Publishing,Journal of Physics Conference Series,gold,FALSE,2021
10.1088/1742-6596/1793/1/012068,IOP Publishing,Journal of Physics Conference Series,gold,FALSE,2021
10.1088/1742-6596/1804/1/012134,IOP Publishing,Journal of Physics Conference Series,gold,TRUE,2021
10.1088/1742-6596/2071/1/012053,IOP Publishing,Journal of Physics Conference Series,gold,FALSE,2021
10.1088/1742-6596/2667/1/012009,IOP Publishing,Journal of Physics Conference Series,gold,FALSE,2023
10.1088/1742-6596/2912/1/011001,IOP Publishing,Journal of Physics Conference Series,gold,FALSE,2024
10.1088/1742-6596/2912/1/012001,IOP Publishing,Journal of Physics Conference Series,gold,TRUE,2024
10.1088/1751-8121/abf1da,IOP Publishing,Journal of Physics A: Mathematical and Theoretical,green,TRUE,2021
10.1088/1751-8121/ac9dcf,IOP Publishing,Journal of Physics A: Mathematical and Theoretical,green,TRUE,2022
10.1088/1751-8121/acc4f8,IOP Publishing,Journal of Physics A: Mathematical and Theoretical,bronze,TRUE,2023
10.1088/1751-8121/ad0438,IOP Publishing,Journal of Physics A: Mathematical and Theoretical,green,TRUE,2023
10.1088/1755-1315/1122/1/012054,IOP Publishing,IOP Conference Series Earth and Environmental Science,gold,FALSE,2022
10.1088/1757-899x/1076/1/012031,IOP Publishing,IOP Conference Series Materials Science and Engineering,gold,FALSE,2021
10.1088/1757-899x/1152/1/012002,IOP Publishing,IOP Conference Series Materials Science and Engineering,gold,FALSE,2021
10.1088/1757-899x/1178/1/012030,IOP Publishing,IOP Conference Series Materials Science and Engineering,gold,FALSE,2021
10.1088/2053-1583/ac4572,IOP Publishing,2D Materials,green,FALSE,2022
10.1088/2053-1591/ad13cd,IOP Publishing,Materials Research Express,gold,FALSE,2023
10.1088/2631-8695/acbfa4,IOP Publishing,Engineering Research Express,bronze,FALSE,2023
10.1088/2631-8695/ad3148,IOP Publishing,Engineering Research Express,hybrid,FALSE,2024
10.1089/ast.2020.2278,Mary Ann Liebert,Astrobiology,closed,TRUE,2021
10.1089/aut.2023.0049,Mary Ann Liebert,Autism in Adulthood,closed,FALSE,2024
10.1093/ageing/afaa255,Oxford University Press,Age and Ageing,green,FALSE,2021
10.1093/ageing/afab029.01,Oxford University Press,Age and Ageing,bronze,FALSE,2021
10.1093/ageing/afab053,Oxford University Press,Age and Ageing,hybrid,FALSE,2021
10.1093/ageing/afab118.03,Oxford University Press,Age and Ageing,bronze,FALSE,2021
10.1093/ageing/afab130,Oxford University Press,Age and Ageing,hybrid,FALSE,2021
10.1093/ageing/afac035.825,Oxford University Press,Age and Ageing,bronze,FALSE,2022
10.1093/ageing/afac089,Oxford University Press,Age and Ageing,hybrid,TRUE,2022
10.1093/ageing/afad045,Oxford University Press,Age and Ageing,hybrid,TRUE,2023
10.1093/ageing/afad104.085,Oxford University Press,Age and Ageing,closed,FALSE,2023
10.1093/ageing/afad136,Oxford University Press,Age and Ageing,hybrid,TRUE,2023
10.1093/ageing/afae025,Oxford University Press,Age and Ageing,closed,FALSE,2024
10.1093/ageing/afae109,Oxford University Press,Age and Ageing,hybrid,TRUE,2024
10.1093/ageing/afae181,Oxford University Press,Age and Ageing,green,FALSE,2024
10.1093/ageing/afae227,Oxford University Press,Age and Ageing,hybrid,FALSE,2024
10.1093/ageing/afae277.119,Oxford University Press,Age and Ageing,closed,FALSE,2025
10.1093/bib/bbaf088,Oxford University Press,Briefings in Bioinformatics,gold,FALSE,2025
10.1093/bioadv/vbae046,Oxford University Press,Bioinformatics Advances,gold,TRUE,2024
10.1093/bjd/ljad006,Oxford University Press,British Journal of Dermatology,hybrid,TRUE,2023
10.1093/bjd/ljad174.021,Oxford University Press,British Journal of Dermatology,closed,FALSE,2023
10.1093/bjd/ljad174.036,Oxford University Press,British Journal of Dermatology,closed,FALSE,2023
10.1093/bjr/tqad045,Oxford University Press,British Journal of Radiology,hybrid,TRUE,2023
10.1093/bjro/tzae026,Oxford University Press,BJR|Open,gold,FALSE,2024
10.1093/bjs/znac242.030,Oxford University Press,British Journal of Surgery,closed,FALSE,2022
10.1093/bjs/znaf042.053,Oxford University Press,British Journal of Surgery,closed,FALSE,2025
10.1093/bjs/znaf042.057,Oxford University Press,British Journal of Surgery,closed,FALSE,2025
10.1093/bjs/znaf042.058,Oxford University Press,British Journal of Surgery,closed,FALSE,2025
10.1093/bjs/znaf042.063,Oxford University Press,British Journal of Surgery,closed,FALSE,2025
10.1093/bjsw/bcaa037,Oxford University Press,British Journal of Social Work,closed,TRUE,2021
10.1093/ce/zkac023,Oxford University Press,Clean Energy,gold,FALSE,2022
10.1093/cvr/cvae054,Oxford University Press,Cardiovascular Research,hybrid,FALSE,2024
10.1093/ecco-jcc/jjad212.0194,Oxford University Press,Journal of Crohn's and Colitis,bronze,FALSE,2024
10.1093/ecco-jcc/jjad212.0291,Oxford University Press,Journal of Crohn's and Colitis,bronze,FALSE,2024
10.1093/ecco-jcc/jjae067,Oxford University Press,Journal of Crohn's and Colitis,hybrid,FALSE,2024
10.1093/eurpub/ckab164.500,Oxford University Press,European Journal of Public Health,bronze,FALSE,2021
10.1093/eurpub/ckad059,Oxford University Press,European Journal of Public Health,gold,FALSE,2023
10.1093/eurpub/ckad133.005,Oxford University Press,European Journal of Public Health,gold,FALSE,2023
10.1093/eurpub/ckad133.006,Oxford University Press,European Journal of Public Health,gold,FALSE,2023
10.1093/eurpub/ckad133.024,Oxford University Press,European Journal of Public Health,gold,FALSE,2023
10.1093/eurpub/ckad160.1297,Oxford University Press,European Journal of Public Health,gold,FALSE,2023
10.1093/eurpub/ckad160.824,Oxford University Press,European Journal of Public Health,gold,TRUE,2023
10.1093/eurpub/ckae114.048,Oxford University Press,European Journal of Public Health,gold,FALSE,2024
10.1093/eurpub/ckae144.1117,Oxford University Press,European Journal of Public Health,gold,TRUE,2024
10.1093/geronb/gbac022,Oxford University Press,The Journals of Gerontology Series B,hybrid,FALSE,2022
10.1093/geronb/gbac090,Oxford University Press,The Journals of Gerontology Series B,hybrid,FALSE,2022
10.1093/geronb/gbae097,Oxford University Press,The Journals of Gerontology Series B,hybrid,TRUE,2024
10.1093/geroni/igab046.1011,Oxford University Press,Innovation in Aging,gold,FALSE,2021
10.1093/geroni/igac059.141,Oxford University Press,Innovation in Aging,gold,FALSE,2022
10.1093/geroni/igad104.1432,Oxford University Press,Innovation in Aging,gold,FALSE,2023
10.1093/geront/gnad073,Oxford University Press,The Gerontologist,hybrid,FALSE,2023
10.1093/her/cyac035,Oxford University Press,Health Education Research,hybrid,FALSE,2022
10.1093/ia/iiab107,Oxford University Press,International Affairs,closed,FALSE,2021
10.1093/icc/dtad002,Oxford University Press,Industrial and Corporate Change,hybrid,FALSE,2023
10.1093/icon/moac083,Oxford University Press,International Journal of Constitutional Law,closed,TRUE,2022
10.1093/ije/dyae037,Oxford University Press,International Journal of Epidemiology,hybrid,FALSE,2024
10.1093/ijpp/riab015.030,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2021
10.1093/ijpp/riab015.045,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2021
10.1093/ijpp/riab016.001,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2021
10.1093/ijpp/riac021.005,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2022
10.1093/ijpp/riac021.006,Oxford University Press,International Journal of Pharmacy Practice,green,FALSE,2022
10.1093/ijpp/riac021.022,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2022
10.1093/ijpp/riac042,Oxford University Press,International Journal of Pharmacy Practice,closed,FALSE,2022
10.1093/ijpp/riac089.065,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2022
10.1093/ijpp/riad001,Oxford University Press,International Journal of Pharmacy Practice,hybrid,FALSE,2023
10.1093/ijpp/riad016,Oxford University Press,International Journal of Pharmacy Practice,hybrid,TRUE,2023
10.1093/ijpp/riad021.026,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2023
10.1093/ijpp/riad021.027,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2023
10.1093/ijpp/riad021.031,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2023
10.1093/ijpp/riad021.041,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2023
10.1093/ijpp/riad021.042,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2023
10.1093/ijpp/riad021.047,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2023
10.1093/ijpp/riad021.049,Oxford University Press,International Journal of Pharmacy Practice,bronze,FALSE,2023
10.1093/ijpp/riad049,Oxford University Press,International Journal of Pharmacy Practice,hybrid,TRUE,2023
10.1093/ijpp/riad060,Oxford University Press,International Journal of Pharmacy Practice,closed,FALSE,2023
10.1093/ijpp/riae006,Oxford University Press,International Journal of Pharmacy Practice,hybrid,TRUE,2024
10.1093/ijpp/riae013.007,Oxford University Press,International Journal of Pharmacy Practice,closed,FALSE,2024
10.1093/ijpp/riae013.028,Oxford University Press,International Journal of Pharmacy Practice,closed,FALSE,2024
10.1093/ijpp/riae058.010,Oxford University Press,International Journal of Pharmacy Practice,hybrid,FALSE,2024
10.1093/ijpp/riae058.041,Oxford University Press,International Journal of Pharmacy Practice,hybrid,FALSE,2024
10.1093/imaman/dpad026,Oxford University Press,IMA Journal of Management Mathematics,hybrid,TRUE,2023
10.1093/intqhc/mzad072,Oxford University Press,International Journal for Quality in Health Care,hybrid,FALSE,2023
10.1093/isq/sqaf004,Oxford University Press,International Studies Quarterly,hybrid,FALSE,2024
10.1093/jacamr/dlad095,Oxford University Press,JAC-Antimicrobial Resistance,gold,TRUE,2023
10.1093/jacamr/dlae217.018,Oxford University Press,JAC-Antimicrobial Resistance,gold,FALSE,2025
10.1093/jamia/ocac254,Oxford University Press,Journal of the American Medical Informatics Association,hybrid,TRUE,2022
10.1093/jat/bkad004,Oxford University Press,Journal of Analytical Toxicology,green,FALSE,2023
10.1093/jn/nxab113,Elsevier,Journal of Nutrition,hybrid,FALSE,2021
10.1093/jnci/djab123,Oxford University Press,Journal of the National Cancer Institute,green,FALSE,2021
10.1093/jrssig/qmae089,Oxford University Press,Significance,closed,FALSE,2024
10.1093/llc/fqae080,Oxford University Press,Digital Scholarship in the Humanities,closed,TRUE,2024
10.1093/nar/gkac247,Oxford University Press,Nucleic Acids Research,gold,FALSE,2022
10.1093/nar/gkae410,Oxford University Press,Nucleic Acids Research,gold,FALSE,2024
10.1093/nar/gkae725,Oxford University Press,Nucleic Acids Research,gold,TRUE,2024
10.1093/nargab/lqab070,Oxford University Press,NAR Genomics and Bioinformatics,gold,FALSE,2021
10.1093/occmed/kqae023.0582,Oxford University Press,Occupational Medicine,closed,FALSE,2024
10.1093/oep/gpac045,Oxford University Press,Oxford Economic Papers,hybrid,FALSE,2022
10.1093/oep/gpad018,Oxford University Press,Oxford Economic Papers,closed,TRUE,2023
10.1093/postmj/qgad095,Oxford University Press,Postgraduate Medical Journal,hybrid,FALSE,2023
10.1093/rapstu/raad013,Oxford University Press,The Review of Asset Pricing Studies,hybrid,TRUE,2023
10.1093/rheumatology/keac133.003,Oxford University Press,Rheumatology,bronze,FALSE,2022
10.1093/rheumatology/keac133.115,Oxford University Press,Rheumatology,bronze,FALSE,2022
10.1093/schbul/sbad039,Oxford University Press,Schizophrenia Bulletin,green,FALSE,2023
10.1093/tas/txad054,Oxford University Press,Translational Animal Science,gold,FALSE,2023
10.1093/toxres/tfae179,Oxford University Press,Toxicology Research,closed,FALSE,2024
10.1097/01.tp.0001066408.25156.d3,Wolters Kluwer,Transplantation,closed,FALSE,2024
10.1097/gh9.0000000000000459,Wolters Kluwer,International Journal of Surgery Global Health,hybrid,FALSE,2024
10.1097/icl.0000000000001031,Wolters Kluwer,Eye & Contact Lens Science & Clinical Practice,hybrid,FALSE,2023
10.1097/js9.0000000000000940,Wolters Kluwer,International Journal of Surgery,gold,FALSE,2023
10.1097/opx.0000000000002137,Wolters Kluwer,Optometry and Vision Science,bronze,FALSE,2024
10.1097/opx.0000000000002148,Wolters Kluwer,Optometry and Vision Science,bronze,FALSE,2024
10.1097/opx.0000000000002165,Wolters Kluwer,Optometry and Vision Science,closed,FALSE,2024
10.1097/opx.0000000000002170,Wolters Kluwer,Optometry and Vision Science,closed,TRUE,2024
10.1097/opx.0000000000002189,Wolters Kluwer,Optometry and Vision Science,closed,TRUE,2025
10.1097/opx.0000000000002207,Wolters Kluwer,Optometry and Vision Science,closed,FALSE,2024
10.1097/pts.0000000000001323,Wolters Kluwer,Journal of Patient Safety,closed,FALSE,2025
10.1098/rsif.2023.0019,The Royal Society,Journal of The Royal Society Interface,hybrid,FALSE,2023
10.1098/rsos.201655,The Royal Society,Royal Society Open Science,gold,TRUE,2021
10.1098/rsos.221255,The Royal Society,Royal Society Open Science,gold,FALSE,2023
10.1098/rstb.2022.0178,The Royal Society,Philosophical Transactions of the Royal Society B Biological Sciences,hybrid,FALSE,2023
10.1098/rstb.2022.0179,The Royal Society,Philosophical Transactions of the Royal Society B Biological Sciences,hybrid,TRUE,2023
10.1099/ijsem.0.004922,Microbiology Society,International Journal of Systematic and Evolutionary Microbiology,green,TRUE,2021
10.1099/mgen.0.000477,Microbiology Society,Microbial Genomics,gold,FALSE,2021
10.1099/mgen.0.000722,Microbiology Society,Microbial Genomics,gold,FALSE,2021
10.1099/mgen.0.001251,Microbiology Society,Microbial Genomics,gold,FALSE,2024
10.1107/s2059798321011621,Wiley,"Acta Crystallographica Section D, Structural Biology",hybrid,FALSE,2022
10.1108/cpoib-09-2024-0110,Emerald,Critical Perspectives on International Business,closed,FALSE,2024
10.1108/ecam-01-2024-0033,Emerald,Engineering Construction & Architectural Management,closed,FALSE,2025
10.1108/ejm-07-2018-0472,Emerald,European Journal of Marketing,green,FALSE,2021
10.1108/ijchm-07-2024-1023,Emerald,International Journal of Contemporary Hospitality Management,closed,TRUE,2025
10.1108/ijlma-01-2021-0015,Emerald,International Journal of Law and Management,closed,TRUE,2021
10.1108/ijlma-03-2021-0067,Emerald,International Journal of Law and Management,closed,TRUE,2021
10.1108/ijlma-03-2021-0068,Emerald,International Journal of Law and Management,closed,TRUE,2021
10.1108/ijppm-12-2020-0687,Emerald,International Journal of Productivity and Performance Management,closed,FALSE,2022
10.1108/ijshe-08-2020-0315,Emerald,International Journal of Sustainability in Higher Education,hybrid,FALSE,2023
10.1108/jeim-02-2020-0044,Emerald,Journal of Enterprise Information Management,green,FALSE,2021
10.1108/jeim-03-2020-0110,Emerald,Journal of Enterprise Information Management,green,TRUE,2021
10.1108/jeim-04-2021-424,Emerald,Journal of Enterprise Information Management,closed,TRUE,2021
10.1108/jeim-04-2023-560,Emerald,Journal of Enterprise Information Management,bronze,FALSE,2023
10.1108/jeim-12-2019-0382,Emerald,Journal of Enterprise Information Management,closed,FALSE,2022
10.1108/jica-09-2020-0056,Emerald,Journal of Integrated Care,green,FALSE,2021
10.1108/jmp-01-2024-0008,Emerald,Journal of Managerial Psychology,closed,TRUE,2025
10.1108/jpbm-12-2023-4853,Emerald,Journal of Product & Brand Management,closed,FALSE,2024
10.1108/pr-01-2024-0090,Emerald,Personnel Review,closed,FALSE,2024
10.1108/scm-06-2023-0320,Emerald,Supply Chain Management An International Journal,bronze,FALSE,2024
10.1109/access.2020.3047266,IEEE,IEEE Access,gold,FALSE,2021
10.1109/access.2024.3486552,IEEE,IEEE Access,gold,TRUE,2024
10.1109/lawp.2020.3043380,IEEE,IEEE Antennas and Wireless Propagation Letters,green,FALSE,2021
10.1109/mts.2025.3537157,IEEE,IEEE Technology and Society Magazine,closed,TRUE,2025
10.1109/tap.2021.3118784,IEEE,IEEE Transactions on Antennas and Propagation,hybrid,FALSE,2021
10.1109/tem.2022.3204165,IEEE,IEEE Transactions on Engineering Management,bronze,FALSE,2022
10.1109/tvcg.2020.3030424,IEEE,IEEE Transactions on Visualization and Computer Graphics,green,FALSE,2021
10.1111/1467-8551.12378,Wiley,British Journal of Management,green,FALSE,2021
10.1111/1467-8551.12443,Wiley,British Journal of Management,green,FALSE,2021
10.1111/1467-8551.12513,Wiley,British Journal of Management,hybrid,TRUE,2021
10.1111/1467-8551.12648,Wiley,British Journal of Management,green,TRUE,2022
10.1111/1467-8551.12743,Wiley,British Journal of Management,green,FALSE,2023
10.1111/1467-8578.12483,Wiley,British Journal of Special Education,closed,FALSE,2023
10.1111/1467-9566.13444,Wiley,Sociology of Health & Illness,closed,TRUE,2022
10.1111/1467-9566.13760,Wiley,Sociology of Health & Illness,hybrid,FALSE,2024
10.1111/1471-3802.12716,Wiley,Journal of Research in Special Educational Needs,closed,FALSE,2025
10.1111/1740-9713.01707,Oxford University Press,Significance,bronze,FALSE,2022
10.1111/1748-8583.12441,Wiley,Human Resource Management Journal,green,FALSE,2022
10.1111/ablj.12239,Wiley,American Business Law Journal,closed,FALSE,2024
10.1111/acel.13717,Wiley,Aging Cell,gold,TRUE,2022
10.1111/all.15689,Wiley,Allergy,hybrid,FALSE,2023
10.1111/all.15959,Wiley,Allergy,hybrid,FALSE,2023
10.1111/apps.12408,Wiley,Applied Psychology,closed,FALSE,2022
